ProdName,Brand,Model,Processor,RAM,OS,Disk,Dim,Category
Lenovo Legion Y540 Core i5 9th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10/4 GB Graphics/NVIDIA Geforce...,Lenovo,Legion,Intel Core i5 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus VivoBook 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X543UA-DM341T Laptop,Asus,Vivo,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus TUF Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,Asus,Vivo,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN197P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
Asus X Series Core i3 7th Gen - (4 GB/1 TB HDD/Endless) X540UA-GQ704 Laptop,Asus,ZenBook,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Endl,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,Lenovo,Ideapad,Intel Core i5 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 15s Core i3 7th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-du0050TU Laptop,HP,EliteBook,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Acer Predator Helios 300 Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NV...,Acer,Predator,Intel Core i7 Processor (9th Gen),16 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 520 Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 520-15IKB Laptop,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell 14 3000 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) inspiron3481 Laptop,Dell,XPS,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
Asus ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4116T Thin and Light Lapt...,Asus,ZenBook,Intel Core i7 Processor (8th Gen),8 GB DDR3 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) ,Laptop
Dell Vostro 14 3000 Core i5 8th Gen - (8 GB/1 TB HDD/Linux/2 GB Graphics) VOS 3480 Laptop,Dell,Vostro,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,Linux/Ubuntu,1 TB HDD,35.56 cm (14 inch) ,Laptop
Asus TUF Gaming Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA Geforce GTX 10...,Asus,TUF Gaming,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 ,64 bit Windows 10,1 TB HDD,43.94 cm (17.3 inch) ,Laptop
Acer Nitro 5 Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,Acer,Nitro,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
HP 15 - dh Core i7 9th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA Geforce GTX 16...,HP,Zbook,Intel Core i7 Processor (9th Gen),16 GB DDR4 ,Windows 10,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) X540UA-GQ2098T Laptop,Asus,Vivobook,Intel Core i3 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Acer Predator Helios 300 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Acer,Predator,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 13 7000 Series Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) insp 7380 Laptop,Dell,Precision,Intel Core i7 Processor (8th Gen),16 GB DDR4 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) ,Laptop
Acer Swift 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-52T -59JY Thin and Light Laptop,Acer,Packard Bell,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
HP 14 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14-bf119TU Thin and Light Laptop,HP,Zbook,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
Asus Vivobook 15 Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home) X512DA-EJ503T Thin and Light La...,Asus,Vivo,Intel Ryzen 5 Quad Core Processor,8 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Acer Helios 300 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Gefor...,Acer,Predator,Intel Core i5 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,43.94 cm (17.3 inch) ,Laptop
HP 15-r205TU (Notebook) (Core i3 5th Gen/ 4GB/ 500GB/ DOS) (K8U05PA),HP,Notebook,Intel Core i3 Processor (5th Gen),4 GB DDR3 ,D,500 GB HDD,39.62 cm (15.6 inch) ,Laptop
Asus Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) R540UB-DM1197T Laptop,Asus,Vivo,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN201P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
Asus VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK176T Thin ...,Asus,Vivo,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Asus Vivobook Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) X510UN-EJ330T Laptop,Asus,Vivo,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad S540 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S540-13IML Thin...,Lenovo,Ideapad,Intel Core i5 Processor (10th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) ,Laptop
Asus ROG Zephyrus G Ryzen 7 Quad Core - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce...,Asus,ROG,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
HP 15 Pentium Gold - (4 GB/1 TB HDD/Windows 10 Home) 15-da0389TU Laptop,HP,Notebook,Intel Pentium Gold Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus ROG Strix G Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Gefo...,Asus,ROG,Intel Core i7 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Acer Predator Helios 300 Core i5 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NV...,Acer,Predator,Intel Core i5 Processor (9th Gen),16 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus VivoBook 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X543UA-DM342T Laptop,Asus,Vivo,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Acer NITRO 5 Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce ...,Acer,Nitro,Intel Core i7 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 520 Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 520-15IKB Laptop,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 15 Ryzen 5 Dual Core - (4 GB/1 TB HDD/Windows 10 Home) 15-db1061AU Laptop,HP,Envy,AMD Ryzen 5 Dual Core Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 14 5000 Series Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5482 2 in 1 Laptop,Dell,Inspiron,Intel Core i3 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) Touchscreen ,Laptop
Apple MacBook Pro Core i9 8th Gen - (16 GB/512 GB SSD/Mac OS Mojave/4 GB Graphics) MV912HN,Apple,MacBook Pro,Intel Core i9 Processor (8th Gen),16 GB DDR3 ,Mac,512 GB SSD,39.12 cm (15.4 inch) ,Laptop
Asus F570ZD Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) F570ZD-DM226TF570ZD Lapt...,Asus,TUF Gaming,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus Vivobook Core i5 8th Gen - (4 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) X510UF-EJ...,Asus,Vivo,Intel Core i5 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 240 G7 Core i3 7th Gen - (4 GB/256 GB SSD/DOS) 240 G7 Laptop,HP,Pavilion,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,D,256 GB SSD,35.56 cm (14 inch) ,Laptop
Lenovo Ideapad V130 Core i3 8th Gen - (4 GB/1 TB HDD/DOS) 81HNA03JIH Notebook,Lenovo,Ideapad,Intel Core i3 Processor (8th Gen),4 GB DDR4 ,D,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-CR2000TU Thin and Light Lapto...,HP,Pavilion,Intel Core i5 Processor (10th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,35.56 cm (14 inch) ,Laptop
Asus Vivobook 15 Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home) X512DA-EJ501T Thin and Light La...,Asus,Vivo,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo Legion Y540 Core i5 9th Gen - (8 GB/1 TB SSD/Windows 10/4 GB Graphics/NVIDIA Geforce GTX NVIDIA...,Lenovo,Legion,Intel Core i5 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB SSD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 5000 Core i5 10th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10 Home/2 GB Graphics) 5593 La...,Dell,Inspiron,Intel Core i5 Processor (10th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus VivoBook 14 APU Quad Core A12 - (4 GB/1 TB HDD/Windows 10 Home) X411QA-EK002T Thin and Light Lapt...,Asus,Vivo,AMD APU Quad Core A12 Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
Avita Liber Core i5 7th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS13A1IN015P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (7th Gen),8 GB DDR3 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) ,Laptop
Asus VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK268T Thin and Light Lapt...,Asus,Vivo,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
HP G6 Celeron Dual Core - (4 GB/1 TB HDD/DOS) 250-G6 Laptop,HP,Notebook,Intel Celeron Dual Core Processor,4 GB DDR4 ,D,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
MSI GL Series Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1050) ...,MSI,Modern,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i5 7th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS13A1IN014P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (7th Gen),8 GB DDR3 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) ,Laptop
Dell Inspiron 3000 Core i5 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3593 Thin and Light L...,Dell,Inspiron,Intel Core i5 Processor (10th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus X512FA Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X512FA-EJ373T Thin and Light Laptop,Asus,ROG,Intel Core i3 Processor (10th Gen),4 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus Vivobook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X403FA-EB021T Thin and Light Lapt...,Asus,Vivo,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Microsoft SurfacePro 7 Core i3 10th Gen - (4 GB/128 GB SSD/Windows 10 Home) M1866 2 in 1 Laptop,Microsoft,SurfacePro,Intel Core i3 Processor (10th Gen),4 GB LPDDR4X ,64 bit Windows 10,128 GB SSD,31.24 cm (12.3 inch) Touchscreen ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN209P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
Acer Predator Helios 300 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVI...,Acer,Predator,Intel Core i5 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 130 Core i3 6th Gen - (4 GB/1 TB HDD/Windows 10 Home) 130-15IKB Laptop,Lenovo,Ideapad,Intel Core i3 Processor (6th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Apple MacBook Air Core i5 8th Gen - (8 GB/128 GB SSD/Mac OS Mojave) MVFK2HN/A,Apple,MacBook Air,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,Mac,128 GB SSD,33.78 cm (13.3 inch) ,Laptop
Asus VivoBook S14 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S410UA-EB720T Thin and ...,Asus,Vivo,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,35.56 cm (14 inch) ,Laptop
Lenovo Ideapad 330s Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-15IKB Thin an...,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 14S Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) cs1000tu Laptop,HP,ProBook,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
Asus Vivobook 15 Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) X512FA-EJ547TX512F Thin and Light...,Asus,Vivo,Intel Core i3 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Alienware 17 Core i7 8th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce...,Alienware,Alienware,Intel Core i7 Processor (8th Gen),16 GB DDR4 ,64 bit Windows 10,1 TB HDD|512 GB SSD,43.94 cm (17.3 inch) ,Laptop
Alienware 15 Core i9 8th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce G...,Alienware,Alienware,Intel Core i9 Processor (8th Gen),32 GB DDR4 ,64 bit Windows 10,1 TB HDD|1 TB SSD,39.62 cm (15.6 inch) ,Laptop
Alienware 17 Core i9 8th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce G...,Alienware,Alienware,Intel Core i9 Processor (8th Gen),32 GB DDR4 ,64 bit Windows 10,1 TB HDD|1 TB SSD,43.94 cm (17.3 inch) ,Laptop
Asus ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG031T Thin and Light Lap...,Asus,ZenBook,Intel Core i7 Processor (8th Gen),8 GB DDR3 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) ,Laptop
Lenovo Ideapad 330s Core i5 8th Gen - (4 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/4 GB Graphics) 330...,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP Pavilion Core i7 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 15-CS1052TX Thin and Light...,HP,Pavilion,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,2 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 3000 Ryzen 5 Quad Core - (4 GB/1 TB HDD/Windows 10 Home) 3585 Laptop,Dell,Inspiron,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Microsoft SurfacePro Core i5 7th Gen - (8 GB/128 GB SSD/Windows 10 Pro) M1796 2 in 1 Laptop,Microsoft,SurfacePro,Intel Core i5 Processor (7th Gen),8 GB DDR3 ,64 bit Windows 10,128 GB SSD,31.24 cm (12.3 inch) Touchscreen ,Laptop
Asus X512FA Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X512FA-EJ372T Laptop,Asus,Vivo,Intel Core i3 Processor (10th Gen),4 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 5000 Core i7 10th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics) 5593 La...,Dell,Inspiron,Intel Core i7 Processor (10th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Apple MacBook Pro Core i7 7th Gen - (16 GB/512 GB SSD/Mac OS Sierra/2 GB Graphics) MPTT2HN/A,Apple,MacBook Pro,Intel Core i7 Processor (7th Gen),16 GB DDR3 ,64 bit Mac,512 GB SSD,39.12 cm (15.4 inch) ,Laptop
Asus ROG Zephyrus S Core i7 9th Gen - (24 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX...,Asus,ROG,Intel Core i7 Processor (9th Gen),24 GB DDR4 ,64 bit Windows 10,1 TB SSD,39.62 cm (15.6 inch) ,Laptop
Apple Macbook Pro Core i7 8th Gen - (16 GB/512 GB SSD/Mac OS Mojave/4 GB Graphics) MR942HN/A,Apple,MacBook Pro,Intel Core i7 Processor (8th Gen),16 GB DDR4 ,64 bit Mac,512 GB SSD,39.12 cm (15.4 inch) ,Laptop
Acer NITRO 5 Core i7 9th Gen - (8 GB/2 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce ...,Acer,Nitro,Intel Core i7 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,2 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
MSI Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 1660...,MSI,Modern,Intel Core i7 Processor (9th Gen),16 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 15 3000 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10) 3567 Laptop,Dell,Inspiron,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 14q Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14q-cs0007TU Laptop,HP,Pavilion,Intel Core i5 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN196P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
HP 15q Pentium Gold - (4 GB/1 TB HDD/Windows 10 Home) 15q-ds0041TU Laptop,HP,EliteBook,Intel Pentium Gold Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 15 Core i7 8th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-dc0084TX Laptop,HP,Pavilion,Intel Core i7 Processor (8th Gen),16 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus Vivo Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) X509FJ-EJ501T Thin and Light La...,Asus,Vivo,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN218P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
MSI G Ryzen 7 Quad Core - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX 5500M...,MSI,Gaming,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad S145 Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics/NVIDIA Geforce NVID...,Lenovo,Ideapad,Intel Core i3 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN223P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN215P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN220P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Apple MacBook Air Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Mojave) MVFL2HN/A,Apple,MacBook Air,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,Mac,256 GB SSD,33.78 cm (13.3 inch) ,Laptop
Lenovo IDEAPAD APU Quad Core A6 9th Gen - (4 GB/1 TB HDD/Windows 10) 81n3lenovo ideapad s145-15ast u L...,Lenovo,Ideapad,Intel APU Quad Core A6 Processor (9th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN225P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN228P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN245P Thin and Light Laptop,Avita,Liber,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN241P Thin and Light Laptop,Avita,Liber,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
